"name","url","address","fee","LocName","fX","fY","iConf","iLvl"
東京メトロ有楽町線 護国寺駅 徒歩6分,https://www.homes.co.jp/chintai/room/d9e8f3e11d2629a64f8c7fca6b8694634f73f78f/,東京都文京区関口3丁目14-6,13.5,"東京都/文京区/関口/三丁目/１４番","139.72736","35.71490","5","7"
ルクレ千石,https://www.homes.co.jp/chintai/room/299c7b32b5f5ccec036d4dbc7a21a6e486db20c9/,東京都文京区千石,23,"東京都/文京区/千石","139.74362","35.72583","5","5"
ラグジュアリーアパートメント本郷,https://www.homes.co.jp/chintai/room/992c605842eb0cb5656759b0880101b9e04d2905/,東京都文京区本郷2丁目,9.5,"東京都/文京区/本郷/二丁目","139.75977","35.70450","5","6"
サンウッド文京千駄木フラッツ,https://www.homes.co.jp/chintai/room/49abb946f15dc7e887404ad1ce3592384b7ffeac/,東京都文京区千駄木2丁目31-3,9.8,"東京都/文京区/千駄木/二丁目/３１番","139.76268","35.72444","5","7"
リヴェール睦白山,https://www.homes.co.jp/chintai/room/9f4316aea03ee40957ad22b0600496614abea7a8/,東京都文京区白山5丁目,9.3,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
東京メトロ有楽町線 護国寺駅 徒歩1分,https://www.homes.co.jp/chintai/room/d76b55a1447d4e8dbcf574560e726ea96a37ffb1/,東京都文京区音羽2丁目,9.8,"東京都/文京区/音羽/二丁目","139.72768","35.71854","5","6"
ＪＲ山手線 巣鴨駅 徒歩12分,https://www.homes.co.jp/chintai/room/8e88a6e40e06deb6c7afbea312b8271210e30af8/,東京都文京区千石4丁目,7.9,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
都営三田線 千石駅 徒歩3分,https://www.homes.co.jp/chintai/room/c9eddd5365efc4fc4bf106ae96a38835a23d1834/,東京都文京区本駒込6丁目12-21,8.2,"東京都/文京区/本駒込/六丁目/１２番","139.74576","35.73022","5","7"
ルクレ千石,https://www.homes.co.jp/chintai/room/dc87e7a1866638bec6bed90b80849f69a7db49bd/,東京都文京区千石4丁目35-14,23,"東京都/文京区/千石/四丁目/３５番","139.74115","35.72857","5","7"
プロフ小石川後楽園,https://www.homes.co.jp/chintai/room/0a3ebedc0bba029200674c414e79a11ca924809a/,東京都文京区小石川2丁目11-12,9.5,"東京都/文京区/小石川/二丁目/１１番","139.74803","35.70986","5","7"
グリーチネ元町,https://www.homes.co.jp/chintai/room/74e028ec3ea8e25f44ab2f74a52b99813e979b54/,東京都文京区本郷2丁目4-11,9.8,"東京都/文京区/本郷/二丁目/４番","139.75888","35.70306","5","7"
スカイコート後楽園壱番館,"",東京都文京区白山1丁目,9.2,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩4分,"",東京都文京区関口1丁目25-7,15.5,"東京都/文京区/関口/一丁目/２５番","139.72786","35.70992","5","7"
スカイコート後楽園壱番館,https://www.homes.co.jp/chintai/room/0a3ebedc0bba029200674c414e79a11ca924809a/,東京都文京区白山1丁目,9.2,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩4分,https://www.homes.co.jp/chintai/room/74e028ec3ea8e25f44ab2f74a52b99813e979b54/,東京都文京区関口1丁目25-7,15.5,"東京都/文京区/関口/一丁目/２５番","139.72786","35.70992","5","7"
カレッジコート千石,https://www.homes.co.jp/chintai/room/99649e2a72223d626a8039363fb6471619a3ee63/,東京都文京区千石1丁目20-26,8.6,"東京都/文京区/千石/一丁目/２０番","139.74413","35.72649","5","7"
プリームス青柳,https://www.homes.co.jp/chintai/room/3a5e5f8a278c8b5b429ed87de62d1c939e3b35a6/,東京都文京区関口1丁目21-15,18.8,"東京都/文京区/関口/一丁目/２１番","139.73241","35.70977","5","7"
シエル白山A館,https://www.homes.co.jp/chintai/room/e5e898e576a7fa103b258c118e0257a74e2c10a9/,東京都文京区向丘1丁目,8.6,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
シエル白山B館,https://www.homes.co.jp/chintai/room/fc6fbf41f9c4d141865b3fbfc44513275af86e85/,東京都文京区向丘1丁目,8.9,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
都営三田線 千石駅 徒歩4分,https://www.homes.co.jp/chintai/room/b9ac679bb5b6380e8f5a6e3be176d0b0c90e88e9/,東京都文京区白山5丁目,19.1,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
ツインテラス春日I,https://www.homes.co.jp/chintai/room/5c0c22d7fe15755ec95c7afa600eadcbab30d175/,東京都文京区春日2丁目16-4,9.9,"東京都/文京区/春日/二丁目/１６番","139.74306","35.71101","5","7"
都営三田線 千石駅 徒歩7分,https://www.homes.co.jp/chintai/room/63a23c594ad0c9e37ccc4c5d2ca0136f7c75a6e1/,東京都文京区千石4丁目6-17,7.9,"東京都/文京区/千石/四丁目/６番","139.73930","35.72870","5","7"
サンピア白山,https://www.homes.co.jp/chintai/room/ddb3c1ff9c87c5646c71506eeba2be8789371b7a/,東京都文京区白山1丁目,8,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
レガーロ御茶ノ水II,https://www.homes.co.jp/chintai/room/100d85c1e92bf206f256a736cf0bfbc15a959932/,東京都文京区本郷2丁目,12.8,"東京都/文京区/本郷/二丁目","139.75977","35.70450","5","6"
東京メトロ千代田線 千駄木駅 徒歩2分,https://www.homes.co.jp/chintai/room/08da5664ccbc2f1cfa697e33a2a6c03fd19e34a1/,東京都文京区千駄木3丁目,10,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
三和駒込,https://www.homes.co.jp/chintai/room/f85847548ec0f3bf6480f3fda86a9dc08ad89520/,東京都文京区本駒込4丁目,8.9,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
アドレス千石,https://www.homes.co.jp/chintai/room/419d661e060654dccc9473982d56494ad8e412cb/,東京都文京区千石4丁目,17.7,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
ＪＲ山手線 田端駅 徒歩10分,https://www.homes.co.jp/chintai/room/4b7e5acf3c61ee8853bafda65794f74b200d8c25/,東京都文京区本駒込4丁目20-1,8,"東京都/文京区/本駒込/四丁目/２０番","139.75800","35.73174","5","7"
セントパレス西片,https://www.homes.co.jp/chintai/room/bf03e8f01078cbbf2e28623b5a7fb3805eb1264a/,東京都文京区西片2丁目,9.9,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
ヒルズ音羽,https://www.homes.co.jp/chintai/room/ca8800b7403dd1eb5175e482931d1ede83cf6c50/,東京都文京区大塚3丁目,9.6,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
ドルチェ文京千駄木,https://www.homes.co.jp/chintai/room/0410280052184bb1868568f0819080b71e3d125f/,東京都文京区千駄木3丁目,8.7,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分,https://www.homes.co.jp/chintai/room/8e4a2b4bb50c48e89c30dff1eea366b3cb043b22/,東京都文京区本郷3丁目,9.2,"東京都/文京区/本郷/三丁目","139.76294","35.70443","5","6"
プレミアステージ湯島,"",東京都文京区湯島3丁目16-11,14.7,"東京都/文京区/湯島/三丁目/１６番","139.76961","35.70561","5","7"
ラティール小石川,https://www.homes.co.jp/chintai/room/c632af89024a8be730b2a264ec28970d1825f97f/,東京都文京区小石川1丁目22-5,9.5,"東京都/文京区/小石川/一丁目/２２番","139.75099","35.71471","5","7"
ＪＲ山手線 田端駅 徒歩12分,https://www.homes.co.jp/chintai/room/db9ed3fdf8032bbd62e5f8a98607d944b0ac014b/,東京都文京区本駒込4丁目,7.45,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
プリマヴェーラ小日向,https://www.homes.co.jp/chintai/room/8d9a03e8171b6052292b9c9a87fe712d367f18f5/,東京都文京区小日向1丁目,8.5,"東京都/文京区/小日向/一丁目","139.73817","35.71276","5","6"
ＺＥＳＴＹ江戸川橋,https://www.homes.co.jp/chintai/room/03137a277766a4f0d3588d459e799ba9344b850c/,東京都文京区水道2丁目19-11,8.5,"東京都/文京区/水道/二丁目/１９番","139.73990","35.71062","5","7"
東京メトロ千代田線 千駄木駅 徒歩1分,https://www.homes.co.jp/chintai/room/ebe60db3fc296c71a023a8ef2df8b0cf1a9718fa/,東京都文京区千駄木2丁目,9.8,"東京都/文京区/千駄木/二丁目","139.76187","35.72290","5","6"
千駄木3丁目A邸,https://www.homes.co.jp/chintai/room/a19473b18ff9151d92d83fe9cdaebdd9f1505046/,東京都文京区千駄木3丁目30-11,15.9,"東京都/文京区/千駄木/三丁目/３０番","139.76309","35.72727","5","7"
ＣＦ　ＣＯＵＲＴ,https://www.homes.co.jp/chintai/room/dfc656585f64285b57d905acb349d132d5851171/,東京都文京区千石4丁目,10,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
THE　CUBE,https://www.homes.co.jp/chintai/room/28a49ba2b5482bf967e1ac6b72891a20c0f15989/,東京都文京区小石川3丁目,9.5,"東京都/文京区/小石川/三丁目","139.74786","35.71313","5","6"
都営三田線 千石駅 徒歩3分,https://www.homes.co.jp/chintai/room/0dc486e125b2b92845786e2856e654ba9a087e78/,東京都文京区白山5丁目,9.3,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
ＪＲ総武線 水道橋駅 徒歩5分,https://www.homes.co.jp/chintai/room/5912983cfcbf857646c0a80b65c2b2428fb79f43/,東京都文京区本郷2丁目,12.8,"東京都/文京区/本郷/二丁目","139.75977","35.70450","5","6"
都営三田線 白山駅 徒歩4分,https://www.homes.co.jp/chintai/room/5c1b62e2992f7779be6e10dcaa6353dce1a27dc7/,東京都文京区向丘1丁目,8.6,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
リーガランド白山,https://www.homes.co.jp/chintai/room/53fce809fa9c3fb04a8b9286538964b144a54b7f/,東京都文京区白山5丁目36-8,10.4,"東京都/文京区/白山/五丁目/３６番","139.75168","35.72089","5","7"
ＪＲ山手線 田端駅 徒歩9分,https://www.homes.co.jp/chintai/room/6f27b2fb5caec66aabeba06cb37ae205611387ae/,東京都文京区本駒込4丁目,8.9,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
ＪＲ山手線 巣鴨駅 徒歩6分,https://www.homes.co.jp/chintai/room/3196811c342f795706069a5ae69e1a387905ba35/,東京都文京区千石4丁目,17.7,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
カスティーロ白山,https://www.homes.co.jp/chintai/room/5c5e8c92ee541b44902555535edc167ed797b03f/,東京都文京区白山2丁目24-9,8,"東京都/文京区/白山/二丁目/２４番","139.75093","35.71656","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,https://www.homes.co.jp/chintai/room/5db7af1804bc1f19ed5d6742064cf328d4b4ce05/,東京都文京区春日2丁目,9.9,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
ＪＲ総武線 御茶ノ水駅 徒歩6分,https://www.homes.co.jp/chintai/room/591f3b8dbb6a2be517c7492a479acf6551d3daed/,東京都文京区湯島2丁目,8.87,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
東京メトロ南北線 東大前駅 徒歩6分,https://www.homes.co.jp/chintai/room/857ed99eec2619c10b61aa1ec15727add34e44f5/,東京都文京区西片2丁目,9.6,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分,"",東京都文京区本郷3丁目,10.9,"東京都/文京区/本郷/三丁目","139.76294","35.70443","5","6"
スペーシア飯田橋II,"",東京都文京区水道2丁目1-17,9.6,"東京都/文京区/水道/二丁目/１番","139.73921","35.70911","5","7"
クレアシオン御茶ノ水,https://www.homes.co.jp/chintai/room/26dbdeb498ddbbb7dc2f93a0ebbe8f82ae451a36/,東京都文京区湯島2丁目,9,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
コンシェリア文京根津,https://www.homes.co.jp/chintai/room/3932ba350f837723119b33d0484189cd294d78dc/,東京都文京区根津2丁目,8.8,"東京都/文京区/根津/二丁目","139.76569","35.71854","5","6"
都営三田線 白山駅 徒歩3分,https://www.homes.co.jp/chintai/room/9d03e3070a301f2722ebe5e7d7b03dacfdeb7d4d/,東京都文京区本駒込1丁目3-2,15.1,"東京都/文京区/本駒込/一丁目/３番","139.75272","35.72362","5","7"
ユニオネスト御茶ノ水,https://www.homes.co.jp/chintai/room/f3ff40b86fc7ac75b1fa42f993ddfcd0c9445a61/,東京都文京区湯島2丁目13-3,9.7,"東京都/文京区/湯島/二丁目/１３番","139.76588","35.70455","5","7"
グランフォース早稲田,https://www.homes.co.jp/chintai/room/533eb36fb8d74d4cef68ae39d8a6f37f9be38301/,東京都文京区関口1丁目33-3,7.7,"東京都/文京区/関口/一丁目/３３番","139.72359","35.71072","5","7"
グランカーサ文京千石,https://www.homes.co.jp/chintai/room/94948ab25e764b732e2d7bca769bb3957b05b4df/,東京都文京区千石4丁目,16.5,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
F-style千駄木,https://www.homes.co.jp/chintai/room/8c86c2fc408309e8df4c47e531c116858d6e7140/,東京都文京区千駄木3丁目29-5,8.8,"東京都/文京区/千駄木/三丁目/２９番","139.76300","35.72769","5","7"
ムーンヒルズ弐番館,https://www.homes.co.jp/chintai/room/9358c91ac6fc853d0bf96adc6238c9eeabd73f7b/,東京都文京区本駒込5丁目41-10,9.1,"東京都/文京区/本駒込/五丁目/４１番","139.75421","35.73329","5","7"
ヴェルト湯島,https://www.homes.co.jp/chintai/room/e4bb6254b71cf057621981c931aefe654d6925e2/,東京都文京区湯島3丁目32-10,8.7,"東京都/文京区/湯島/三丁目/３２番","139.76894","35.70770","5","7"
ラグジュアリーアパートメント文京千石II,https://www.homes.co.jp/chintai/room/15589696f0104b8c96bfe91fffbb261b3ea30b02/,東京都文京区千石1丁目,7.9,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
ＪＲ山手線 巣鴨駅 徒歩3分,https://www.homes.co.jp/chintai/room/036947b6ad2959bffdc1a77e99b01565ff3f782a/,東京都文京区千石4丁目,10,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ丸ノ内線 後楽園駅 徒歩9分,https://www.homes.co.jp/chintai/room/8519d98c7a403578c74840b8671fdf7deba7959c/,東京都文京区小石川3丁目21-4,9.5,"東京都/文京区/小石川/三丁目/２１番","139.74673","35.71395","5","7"
東京メトロ南北線 本駒込駅 徒歩5分,https://www.homes.co.jp/chintai/room/aa0d25646106f47404fad0f89d0089ae4ca03374/,東京都文京区本駒込1丁目,8.4,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
ＡＮＮＥＸ　ＫＩＫＵＦＵＪＩ,https://www.homes.co.jp/chintai/room/03022309891432d1b7d51c53e87d5d2bfda8dc93/,東京都文京区本郷5丁目5-5,9,"東京都/文京区/本郷/五丁目/５番","139.75752","35.70965","5","7"
ノエル千駄木,https://www.homes.co.jp/chintai/room/34856bc56031b1859b826db593f7c6dcbfbe0a2b/,東京都文京区千駄木3丁目41-2,10,"東京都/文京区/千駄木/三丁目/４１番","139.76427","35.72705","5","7"
Palcon2005,https://www.homes.co.jp/chintai/room/853e4cb311305b6ad720fd4612e57b943ce32fe5/,東京都文京区目白台3丁目,8.8,"東京都/文京区/目白台/三丁目","139.72525","35.71724","5","6"
レピュア文京音羽　NORTH棟,https://www.homes.co.jp/chintai/room/4afd547edba9d99f863cca28338e8892d3a4277e/,東京都文京区音羽1丁目,16.8,"東京都/文京区/音羽/一丁目","139.73021","35.71392","5","6"
カーサ・トレム,https://www.homes.co.jp/chintai/room/5109e32c93ccdb91e3dd72c8a21011f456a6e5b8/,東京都文京区本駒込4丁目,13.2,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
ラグジュアリーアパートメント文京千石II,https://www.homes.co.jp/chintai/room/5e4aa1e15b795b409eb8c6a874aecf1ec05d4113/,東京都文京区千石1丁目,7.9,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
ハイムマグノリア,"",東京都文京区千石3丁目,15,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
ＫＤＸ文京千石レジデンス,https://www.homes.co.jp/chintai/room/732bf921d1507e84c866df8e1a6639b03e38abc0/,東京都文京区本駒込6丁目3-2,8.7,"東京都/文京区/本駒込/六丁目/３番","139.74364","35.73003","5","7"
都営三田線 白山駅 徒歩8分,https://www.homes.co.jp/chintai/room/b0c271673ce6ff9a45c0a4bf165a85c8db838773/,東京都文京区白山2丁目,8,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
グリーン千石,https://www.homes.co.jp/chintai/room/4a02090d581ae1d3dd52acec970831323d92af60/,東京都文京区千石4丁目4-13,8.5,"東京都/文京区/千石/四丁目/４番","139.74023","35.72786","5","7"
ユーガ千石,https://www.homes.co.jp/chintai/room/ad3b44e5a4549cfc988e059e7ee12403d08047d1/,東京都文京区千石1丁目6-10,14.9,"東京都/文京区/千石/一丁目/６番","139.74225","35.72614","5","7"
都営三田線 白山駅 徒歩1分,https://www.homes.co.jp/chintai/room/8ba31f971f1d928ff00947f8be0bad5cdad50f35/,東京都文京区白山5丁目,10.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
都営大江戸線 本郷三丁目駅 徒歩5分,https://www.homes.co.jp/chintai/room/f638322304389ece94d53d27278137afab3ef69c/,東京都文京区本郷3丁目,10.2,"東京都/文京区/本郷/三丁目","139.76294","35.70443","5","6"
Petit　Soleil,https://www.homes.co.jp/chintai/room/39eefcc90d7dcfb0c318e1dd5c8d31addb1023d5/,東京都文京区小日向2丁目,9,"東京都/文京区/小日向/二丁目","139.73363","35.71258","5","6"
レジディア文京本郷,https://www.homes.co.jp/chintai/room/3e06dcce3f6944fa8175e682d43a4fcd191c5d8a/,東京都文京区本郷1丁目24-4,10.8,"東京都/文京区/本郷/一丁目/２４番","139.75565","35.70530","5","7"
ベルメール本郷,https://www.homes.co.jp/chintai/room/fff5c2c2fddbbdb31898e5b1f6797402bbbf55b0/,東京都文京区西片2丁目,9.7,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
クレスト音羽,https://www.homes.co.jp/chintai/room/91d56e090346fc4fbbda9c5639d7c8f997c5359d/,東京都文京区音羽1丁目19-,16.8,"東京都/文京区/音羽/一丁目/１９番","139.72856","35.71568","5","7"
コンシェリア・デュー後楽園,https://www.homes.co.jp/chintai/room/e681452f3bb56a120b0b227a1714c3a5459f7cd9/,東京都文京区春日1丁目11-8,8.5,"東京都/文京区/春日/一丁目/１１番","139.74687","35.70996","5","7"
ヴェルト文京千石,https://www.homes.co.jp/chintai/room/8f9662ca7bf80bf78657a6b03248e09f01755362/,東京都文京区千石3丁目,8.5,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
マイハウス,https://www.homes.co.jp/chintai/room/7aebf6490349208eb72604cd845c5e5dc2348f66/,東京都文京区本郷5丁目,4.8,"東京都/文京区/本郷/五丁目","139.75812","35.71012","5","6"
セジョリ御茶ノ水,https://www.homes.co.jp/chintai/room/a43dd0cb404319ff2b71f6516be401979f3ab8c5/,東京都文京区湯島2丁目13-12,8.87,"東京都/文京区/湯島/二丁目/１３番","139.76588","35.70455","5","7"
都電荒川線 早稲田駅 徒歩6分,https://www.homes.co.jp/chintai/room/a02ef6b1156de1126cfc7ea2cbf762d62001ff3a/,東京都文京区関口1丁目33-3,7.7,"東京都/文京区/関口/一丁目/３３番","139.72359","35.71072","5","7"
エコロジー白山レジデンス,https://www.homes.co.jp/chintai/room/ba992b3910846e62a0b918e1d9de5b64ed30259d/,東京都文京区白山5丁目13-2,8.1,"東京都/文京区/白山/五丁目/１３番","139.74760","35.72353","5","7"
ＪＲ山手線 駒込駅 徒歩9分,https://www.homes.co.jp/chintai/room/288f70a12cf2469367928f0f8ae9e94a9c0c7156/,東京都文京区本駒込5丁目,9.1,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
ＪＲ山手線 御徒町駅 徒歩8分,https://www.homes.co.jp/chintai/room/be09cf4ac2cd84dbc5a675ae432c518d3a4d8e53/,東京都文京区湯島3丁目,8.7,"東京都/文京区/湯島/三丁目","139.76886","35.70579","5","6"
ラ・レジダンス・ド・千駄木,"",東京都文京区千駄木2丁目23-3,8,"東京都/文京区/千駄木/二丁目/２３番","139.76256","35.72406","5","7"
都営大江戸線 本郷三丁目駅 徒歩7分,"",東京都文京区本郷5丁目5-5,9,"東京都/文京区/本郷/五丁目/５番","139.75752","35.70965","5","7"
セジョリ御茶ノ水,https://www.homes.co.jp/chintai/room/c327aa3eb8f93926cfdefc7a35cb9f7c72af685d/,東京都文京区湯島2丁目13-12,8.87,"東京都/文京区/湯島/二丁目/１３番","139.76588","35.70455","5","7"
ミカ・リアン御茶ノ水,https://www.homes.co.jp/chintai/room/ba3f3dd8753cea86f3574f2f99d5a799e865f710/,東京都文京区湯島2丁目,14.9,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
プラネット本郷,https://www.homes.co.jp/chintai/room/eeae1c50e66ce2f3611db4548c46ff6c21dd56cc/,東京都文京区本郷3丁目,9.5,"東京都/文京区/本郷/三丁目","139.76294","35.70443","5","6"
ドルチェ文京小石川,https://www.homes.co.jp/chintai/room/0ecf3628a171ecb606346c2bb71a1a5034fb631c/,東京都文京区小石川3丁目26-15,8,"東京都/文京区/小石川/三丁目/２６番","139.74998","35.71292","5","7"
デュプレクス白山,https://www.homes.co.jp/chintai/room/fac18485015d9aa56bd0b5145fd31ec7b970bc15/,東京都文京区白山1丁目15-21,13.8,"東京都/文京区/白山/一丁目/１５番","139.75331","35.71795","5","7"
コンフォラス千石,https://www.homes.co.jp/chintai/room/70c577d33453db83aeebd9c1d89171408b419114/,東京都文京区千石2丁目,10.4,"東京都/文京区/千石/二丁目","139.74052","35.72370","5","6"
エクサム小石川,https://www.homes.co.jp/chintai/room/4df9d449c7e8a188b61f0b7a23f01f8a9b2cb327/,東京都文京区小石川5丁目,17,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
ＳＨＵＴＴＬＥ　ＨＩＥＩ千石,https://www.homes.co.jp/chintai/room/dc23d0e27a1654b55d77c58db365b848b6de06f8/,東京都文京区千石1丁目,11.3,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
都営大江戸線 上野御徒町駅 徒歩13分,https://www.homes.co.jp/chintai/room/f88d647044390e440c01c6550922a0615f4ee8f8/,東京都文京区湯島2丁目29-2,9.9,"東京都/文京区/湯島/二丁目/２９番","139.76520","35.70638","5","7"
都営三田線 千石駅 徒歩2分,https://www.homes.co.jp/chintai/room/344aacfb457690006c3efd2362347a0cbebf4bd3/,東京都文京区本駒込6丁目3-2,8.7,"東京都/文京区/本駒込/六丁目/３番","139.74364","35.73003","5","7"
グランエッグス茗荷谷,https://www.homes.co.jp/chintai/room/6f71c6c876ad6298a8c711ea24e4d08711f573db/,東京都文京区小日向1丁目22-8,11.6,"東京都/文京区/小日向/一丁目/２２番","139.73729","35.71363","5","7"
都営三田線 千石駅 徒歩4分,https://www.homes.co.jp/chintai/room/a6b2a19ceb149a099e9b55af48f859afea2dfdb1/,東京都文京区千石1丁目,14.9,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
プレール文京WEST,https://www.homes.co.jp/chintai/room/4103cd5b067b2ddf7d96488e8ac73406fbda7e49/,東京都文京区関口1丁目,9.7,"東京都/文京区/関口/一丁目","139.72963","35.70970","5","6"
アネシス目白台,https://www.homes.co.jp/chintai/room/61078bb463830250ad75dc56bf632dbffdd41370/,東京都文京区目白台3丁目13-5,8.3,"東京都/文京区/目白台/三丁目/１３番","139.72458","35.71565","5","7"
EXAM小石川,https://www.homes.co.jp/chintai/room/8376a5230ecb14b2c7934ec97c527fdba7a1e89d/,東京都文京区小石川5丁目18-8,17,"東京都/文京区/小石川/五丁目/１８番","139.73933","35.71918","5","7"
パルコート芝崎,https://www.homes.co.jp/chintai/room/10f9e684f4f1e512fb611692aa7ecf59cfd6944e/,東京都文京区向丘2丁目,13.1,"東京都/文京区/向丘/二丁目","139.75674","35.72160","5","6"
パークウェル千駄木駅前,https://www.homes.co.jp/chintai/room/a33a165b7651f5484f6ac710631d84e602b09817/,東京都文京区千駄木3丁目34-9,10.5,"東京都/文京区/千駄木/三丁目/３４番","139.76311","35.72588","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩1分,"",東京都文京区関口1丁目,18.1,"東京都/文京区/関口/一丁目","139.72963","35.70970","5","6"
エクシブ千駄木,"",東京都文京区千駄木5丁目32-20,7.8,"東京都/文京区/千駄木/五丁目/３２番","139.75784","35.72737","5","7"
ＴＥＲＲＡ　ＨＯＵＳＥ　東大前,"",東京都文京区西片2丁目16-33,10.2,"東京都/文京区/西片/二丁目/１６番","139.75516","35.71783","5","7"
ブラン　ヴェール,https://www.homes.co.jp/chintai/room/424044ca3d19407a8295c0a0a7e54494be3bc562/,東京都文京区大塚5丁目14-1,14,"東京都/文京区/大塚/五丁目/１４番","139.72943","35.72447","5","7"
白山ハイツ,https://www.homes.co.jp/chintai/room/c5f4501f14669373bf202532f6cdaafa583dd027/,東京都文京区本駒込1丁目6-2,8.6,"東京都/文京区/本駒込/一丁目/６番","139.75327","35.72447","5","7"
Femtioett Kagomachi,https://www.homes.co.jp/chintai/room/a248ff74732d1a3d2534fd3c918a6fee748ed2c4/,東京都文京区本駒込2丁目,14.3,"東京都/文京区/本駒込/二丁目","139.74794","35.72873","5","6"
都営三田線 千石駅 徒歩11分,https://www.homes.co.jp/chintai/room/fac2eab31e98296c242890cdb9c928c0b63c480f/,東京都文京区大塚3丁目44-4,8.3,"東京都/文京区/大塚/三丁目/４４番","139.73726","35.72321","5","7"
都営三田線 白山駅 徒歩4分,https://www.homes.co.jp/chintai/room/f621da979fe72ac0d6577fbe1e23fb38ae6524a8/,東京都文京区向丘1丁目,8.9,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
東京メトロ南北線 後楽園駅 徒歩5分,https://www.homes.co.jp/chintai/room/06b7f1e174c3b51e9b573405ee40a19247e97161/,東京都文京区小石川2丁目,9.5,"東京都/文京区/小石川/二丁目","139.74901","35.71058","5","6"
アクロス文京,https://www.homes.co.jp/chintai/room/d675fa95bb37cc165de1dea8202701186774427b/,東京都文京区向丘2丁目,8.95,"東京都/文京区/向丘/二丁目","139.75674","35.72160","5","6"
都営三田線 白山駅 徒歩7分,https://www.homes.co.jp/chintai/room/c8b678c84a4991ec9448482f8ebe5d1f1ec9960f/,東京都文京区白山5丁目,8.1,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
ＪＲ山手線 西日暮里駅 徒歩7分,https://www.homes.co.jp/chintai/room/91788acba5d859f123fdb7971b6e7a27ddd50aee/,東京都文京区千駄木3丁目,13.8,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
Ｄ,https://www.homes.co.jp/chintai/room/f4a58f64b7c0f72b5ca51492b44fdb3ae06537ae/,東京都文京区本郷5丁目,13.5,"東京都/文京区/本郷/五丁目","139.75812","35.71012","5","6"
ロハスレジデンス,https://www.homes.co.jp/chintai/room/73cb3e429dd5ba463ea0e31e55807622b950840c/,東京都文京区大塚6丁目,11,"東京都/文京区/大塚/六丁目","139.72549","35.72501","5","6"
ミリオンプラザお茶の水,https://www.homes.co.jp/chintai/room/9a6be389010493af24ac9233cfe91fa3504a6d37/,東京都文京区湯島1丁目,9,"東京都/文京区/湯島/一丁目","139.76462","35.70141","5","6"
