"name","url","address","fee","LocName","fX","fY","iConf","iLvl"
エルスタンザ本郷東大前,https://www.homes.co.jp/chintai/room/79a518b3e3bf2ea7c32945a5eb29fc60c3f04b6e/,東京都文京区本郷5丁目25-18,14,"東京都/文京区/本郷/五丁目/２５番","139.75990","35.70974","5","7"
ブラウンハイツ本郷,https://www.homes.co.jp/chintai/room/f36454b4469037902c13c3f5969c1a8c72d616fb/,東京都文京区本郷4丁目,8.5,"東京都/文京区/本郷/四丁目","139.75523","35.70945","5","6"
横山ビル,https://www.homes.co.jp/chintai/room/ce862e047f401b3a6d1f487900d1a7403cc55e0b/,東京都文京区千駄木5丁目,12,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩1分,https://www.homes.co.jp/chintai/room/f94a95bb45e478ab9bf56e15eaac6bd8e20d9e9b/,東京都文京区関口1丁目10-20,20,"東京都/文京区/関口/一丁目/１０番","139.73177","35.70952","5","7"
東京メトロ千代田線 根津駅 徒歩4分,https://www.homes.co.jp/chintai/room/92bc1c3db60a66a8e2a953cd1f8cb726559a0fab/,東京都文京区根津2丁目14-10,7,"東京都/文京区/根津/二丁目/１４番","139.76645","35.71818","5","7"
丸井ビル,https://www.homes.co.jp/chintai/room/3214d1a9e207d302bdbb52405243a8352d8d475f/,東京都文京区本駒込6丁目9-15,10,"東京都/文京区/本駒込/六丁目/９番","139.74449","35.73140","5","7"
お茶の水いいおか,https://www.homes.co.jp/chintai/room/37d14a23f4bf6c58b3d91fd0d018066243afe38f/,東京都文京区湯島1丁目11-3,11.2,"東京都/文京区/湯島/一丁目/１１番","139.76605","35.70276","5","7"
スカイコート後楽園,"",東京都文京区本郷1丁目32-10,8,"東京都/文京区/本郷/一丁目/３２番","139.75572","35.70598","5","7"
白山UCビル,"",東京都文京区白山1丁目28-10,8,"東京都/文京区/白山/一丁目/２８番","139.75345","35.71947","5","7"
お茶の水いいおか,https://www.homes.co.jp/chintai/room/daeab283a6a0a4cc2d8b444e2297673140fc8be8/,東京都文京区湯島1丁目11-3,11.2,"東京都/文京区/湯島/一丁目/１１番","139.76605","35.70276","5","7"
東京メトロ南北線 本駒込駅 徒歩9分,https://www.homes.co.jp/chintai/room/52c196d33cdb8ae0457b83c4c3bc152080b75dc5/,東京都文京区千駄木5丁目,12,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
レジダンス千駄木,https://www.homes.co.jp/chintai/room/09d68e745027adad277396d57f0c412a0415466a/,東京都文京区千駄木5丁目5-3,5.9,"東京都/文京区/千駄木/五丁目/５番","139.75841","35.72503","5","7"
パレクレール白山,https://www.homes.co.jp/chintai/room/bc7862437d91dae3544703e8ecc562d92146e468/,東京都文京区白山5丁目,6.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
都営三田線 春日駅 徒歩3分,https://www.homes.co.jp/chintai/room/bdbeb57ebedf117fbc47c9e20f0f102524e3caed/,東京都文京区本郷4丁目,8.7,"東京都/文京区/本郷/四丁目","139.75523","35.70945","5","6"
ＪＲ山手線 巣鴨駅 徒歩9分,https://www.homes.co.jp/chintai/room/d3595bf0da66116867c2ff77541d87da890ec19a/,東京都文京区千石4丁目11-1,8.9,"東京都/文京区/千石/四丁目/１１番","139.73773","35.72949","5","7"
本郷菊坂館,https://www.homes.co.jp/chintai/room/fc08461336e4783dc783ea7a95c27887e80d7b6e/,東京都文京区本郷6丁目8-5,5.9,"東京都/文京区/本郷/六丁目/８番","139.75766","35.71233","5","7"
トップ江戸川橋,https://www.homes.co.jp/chintai/room/3ad3f36ef47fd6ee3d8d399258960fe0cf101206/,東京都文京区水道2丁目6-3,6.5,"東京都/文京区/水道/二丁目/６番","139.73553","35.70936","5","7"
石井ドミトリー,https://www.homes.co.jp/chintai/room/27575e3fbbb5fa64cb60dcbc5a6890f061e1cdf5/,東京都文京区小日向1丁目18-23,6.2,"東京都/文京区/小日向/一丁目/１８番","139.73814","35.71298","5","7"
コーポ松屋,https://www.homes.co.jp/chintai/room/cb453ee89cc9f8b30da18f2504b9a07b82568ab2/,東京都文京区小石川1丁目,9.5,"東京都/文京区/小石川/一丁目","139.75208","35.71198","5","6"
パール・白山,https://www.homes.co.jp/chintai/room/32b626b03c73f80c7fcf7cf634d19b2c68b0fb94/,東京都文京区白山4丁目,6.3,"東京都/文京区/白山/四丁目","139.74638","35.72160","5","6"
東京メトロ南北線 本駒込駅 徒歩10分,https://www.homes.co.jp/chintai/room/b9024162d2f87efeeb53668145a607fe20c1ff83/,東京都文京区千駄木5丁目,12,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
ダイヤハイツ千駄木,https://www.homes.co.jp/chintai/room/69c790c08177d1a82390425b69e3e6a60bc1c644/,東京都文京区千駄木2丁目34-5,6,"東京都/文京区/千駄木/二丁目/３４番","139.76360","35.72438","5","7"
レイワハウス,https://www.homes.co.jp/chintai/room/8095baeb40b9c74b819e12d45a7f4e2709a2bdb9/,東京都文京区大塚4丁目,9.7,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
アーバンパレス千駄木,https://www.homes.co.jp/chintai/room/e9768f9f03b471c70ac2a8b30b73693ed41a5fa6/,東京都文京区千駄木3丁目31-15,6.5,"東京都/文京区/千駄木/三丁目/３１番","139.76346","35.72714","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩8分,https://www.homes.co.jp/chintai/room/34818a9a9a50ce9ff9e13e3edb68ede958266ffd/,東京都文京区水道1丁目4-3,7,"東京都/文京区/水道/一丁目/４番","139.74040","35.70893","5","7"
白山レジデンス,https://www.homes.co.jp/chintai/room/f5a7f2372f45a37af38dce75eff90b08ac58de44/,東京都文京区白山5丁目,11.9,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
白山シルクハイツ,https://www.homes.co.jp/chintai/room/7d3254f0b7eaf316bb939ea92d5353dc62dc6281/,東京都文京区白山5丁目,9.6,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
肴町旭ビル,"",東京都文京区向丘1丁目,11.5,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
メゾン・ド・エリス,"",東京都文京区大塚4丁目,6.6,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
ロジェ駒,https://www.homes.co.jp/chintai/room/efd4547fe4deac883574d7fb4fa2c85df91fa06b/,東京都文京区本駒込5丁目,7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
KITANO.1,https://www.homes.co.jp/chintai/room/f1c1b6efec46d00c20343380db6de00b9f016277/,東京都文京区本駒込1丁目10-5,9.3,"東京都/文京区/本駒込/一丁目/１０番","139.75114","35.72472","5","7"
フルハウス,https://www.homes.co.jp/chintai/room/29c96913fd4e52cf57163994a37ad85121d90b76/,東京都文京区本駒込5丁目,6.7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
谷口ビル,https://www.homes.co.jp/chintai/room/d17f2ebfa2c22f5f431d38269852852571a634b6/,東京都文京区千石4丁目,6.2,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
富士峰ビル,https://www.homes.co.jp/chintai/room/742292dbb2a1966715ce5a094e91903b6cdb608b/,東京都文京区白山3丁目,8.9,"東京都/文京区/白山/三丁目","139.74232","35.72014","5","6"
セピア,https://www.homes.co.jp/chintai/room/be8278bf4fd712ae261999479e6b72b697517114/,東京都文京区本駒込1丁目,7.3,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
ヨコヤマビル,https://www.homes.co.jp/chintai/room/811079f24ff1c7eb8466c97b6b5de839d9f25346/,東京都文京区千駄木5丁目,12,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
東京メトロ南北線 東大前駅 徒歩5分,https://www.homes.co.jp/chintai/room/e25567d2f082165751a74fe4451f0807dd1b0a9f/,東京都文京区本郷6丁目,7.5,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
東京メトロ丸ノ内線 後楽園駅 徒歩5分,https://www.homes.co.jp/chintai/room/4b12385040f99a12bb47551615ce06551c84e6db/,東京都文京区本郷1丁目32-10,7.08,"東京都/文京区/本郷/一丁目/３２番","139.75572","35.70598","5","7"
PARK SQUARE千駄木,https://www.homes.co.jp/chintai/room/224f1207c8ffdff23a6880fbb484f4c47e9adf9c/,東京都文京区千駄木1丁目23-1,13.8,"東京都/文京区/千駄木/一丁目/２３番","139.76054","35.72474","5","7"
長谷川ハウス,https://www.homes.co.jp/chintai/room/dc0973ba4129638ae6791b825e565e2273720979/,東京都文京区本駒込3丁目,5.6,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
東京メトロ丸ノ内線 新大塚駅 徒歩5分,https://www.homes.co.jp/chintai/room/20f46af58a8b504b9d55cacee2305a929e326fd0/,東京都文京区大塚4丁目,9.7,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
東京メトロ丸ノ内線 新大塚駅 徒歩3分,https://www.homes.co.jp/chintai/room/d4f1b239ca5d4980709ee62fee0543430602c368/,東京都文京区大塚6丁目,5.9,"東京都/文京区/大塚/六丁目","139.72549","35.72501","5","6"
ライオンズマンション白山第3,https://www.homes.co.jp/chintai/room/3bf0dc66b823d41a0b4eee2136f9a097193e839c/,東京都文京区白山2丁目,5.9,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
サンライズ根津,https://www.homes.co.jp/chintai/room/2496e1e9356754de77719c897537f7b678bf2f42/,東京都文京区根津2丁目33-12,17.4,"東京都/文京区/根津/二丁目/３３番","139.76389","35.72106","5","7"
東京メトロ千代田線 千駄木駅 徒歩6分,https://www.homes.co.jp/chintai/room/f60e907b62d69c63dff6542e07e648831e505a91/,東京都文京区千駄木5丁目,5.9,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/0a27bc807c33f8d29b3e121970e8f3fec9c657e4/,東京都文京区白山4丁目,6.3,"東京都/文京区/白山/四丁目","139.74638","35.72160","5","6"
エヴァーグリーン本郷,https://www.homes.co.jp/chintai/room/c69b75b5dd5158e7d1b4ee3649b2d1634178deaf/,東京都文京区本郷6丁目,6.5,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
都営三田線 白山駅 徒歩1分,"",東京都文京区白山5丁目,6.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
東京メトロ丸ノ内線 新大塚駅 徒歩3分,"",東京都文京区大塚5丁目,5.7,"東京都/文京区/大塚/五丁目","139.72729","35.72279","5","6"
ロイヤルコーポ千石,https://www.homes.co.jp/chintai/room/b84f654db97dbb7d66512d322a08ff9c82b60132/,東京都文京区千石1丁目16-14,6.2,"東京都/文京区/千石/一丁目/１６番","139.74509","35.72579","5","7"
小石川ハイツ,https://www.homes.co.jp/chintai/room/9f25f068109f9fcd5dac92231306d6a730c12e93/,東京都文京区小石川5丁目41-10,17.9,"東京都/文京区/小石川/五丁目/４１番","139.74385","35.71765","5","7"
葉名菱マンション,https://www.homes.co.jp/chintai/room/d8153d910ed54887d51d921dad54ebd50074e547/,東京都文京区小石川3丁目2-14,8.8,"東京都/文京区/小石川/三丁目/２番","139.74608","35.71157","5","7"
ヒルズ本駒込,https://www.homes.co.jp/chintai/room/b58cc95c813e45b56d71555dd45e4f6b091d85b4/,東京都文京区本駒込3丁目40-14,6.5,"東京都/文京区/本駒込/三丁目/４０番","139.75409","35.73048","5","7"
ライオンズマンション本駒込第2,https://www.homes.co.jp/chintai/room/25a07a8ae6014c151c757bab754e36931433e850/,東京都文京区本駒込5丁目52-12,5.6,"東京都/文京区/本駒込/五丁目/５２番","139.75319","35.73473","5","7"
外山ビル,https://www.homes.co.jp/chintai/room/7c0de011ced59cd8dbcae1e33af7bce1ff1b9cd3/,東京都文京区向丘1丁目2-12,5.8,"東京都/文京区/向丘/一丁目/２番","139.75772","35.71681","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩10分,https://www.homes.co.jp/chintai/room/7d86136fd54123fa7d489d6c85fe248cc48ef9e8/,東京都文京区白山3丁目,8.9,"東京都/文京区/白山/三丁目","139.74232","35.72014","5","6"
都営三田線 春日駅 徒歩5分,https://www.homes.co.jp/chintai/room/67a352ca2b60d75e4545766d167d8af7d3a4fbc5/,東京都文京区本郷4丁目,22,"東京都/文京区/本郷/四丁目","139.75523","35.70945","5","6"
都営三田線 千石駅 徒歩4分,https://www.homes.co.jp/chintai/room/04bfc3df490a155b25d47ce2f52c64f4c48be6db/,東京都文京区白山5丁目,9.6,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
東京メトロ南北線 本駒込駅 徒歩2分,https://www.homes.co.jp/chintai/room/7d756abc29e9659b7de48aa9cb235cde8546547d/,東京都文京区向丘1丁目,11.5,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
ＪＲ山手線 駒込駅 徒歩10分,https://www.homes.co.jp/chintai/room/8b0cbe5aab99115795e97144b97eddb44bbcbd4d/,東京都文京区本駒込5丁目,6.7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
GRAVA,https://www.homes.co.jp/chintai/room/eaa38b0f0bda9bf41875cce87b0c87d2ca89f22e/,東京都文京区本郷4丁目15-1,23.9,"東京都/文京区/本郷/四丁目/１５番","139.75456","35.70855","5","7"
レジディア文京本郷IV,https://www.homes.co.jp/chintai/room/2e58afef0a52fc3f6cf4b3a4523446e5a5a6c04a/,東京都文京区本郷7丁目,26.5,"東京都/文京区/本郷/七丁目","139.76372","35.71159","5","6"
ロイヤルコーポ千石,https://www.homes.co.jp/chintai/room/24504ff478abd807edeca4d844ea1b40a08f0b93/,東京都文京区千石1丁目,5.9,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
グランコール小石川,https://www.homes.co.jp/chintai/room/2a60b768957ccd51dfc39494ad8e7f255ccdc16c/,東京都文京区小石川5丁目24-11,8,"東京都/文京区/小石川/五丁目/２４番","139.74194","35.71711","5","7"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/e49ff2e3f74cd5a62af0071e6f0cfe6fe46c838a/,東京都文京区白山5丁目,11.9,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
カスタニア本駒込,"",東京都文京区本駒込4丁目,18.1,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
東京メトロ南北線 本駒込駅 徒歩9分,"",東京都文京区千駄木5丁目,7.5,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
金子ハイツ,"",東京都文京区大塚5丁目,7.2,"東京都/文京区/大塚/五丁目","139.72729","35.72279","5","6"
都営三田線 千石駅 徒歩6分,"",東京都文京区千石4丁目,6,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ丸ノ内線 本郷三丁目駅 徒歩6分,https://www.homes.co.jp/chintai/room/273dbf26ac704b56f8059812ab8d0ea8e74a2c68/,東京都文京区本郷5丁目,7.3,"東京都/文京区/本郷/五丁目","139.75812","35.71012","5","6"
キャッスルマンション根津,https://www.homes.co.jp/chintai/room/2276c4748166a1a195467907dbe6cd43714bad3a/,東京都文京区根津1丁目1-20.,7.4,"東京都/文京区/根津/一丁目/１番","139.76505","35.71772","5","7"
都営三田線 春日駅 徒歩1分,https://www.homes.co.jp/chintai/room/954017e4fe5667d5bf0a330691f647564c4fd03d/,東京都文京区本郷4丁目,8.5,"東京都/文京区/本郷/四丁目","139.75523","35.70945","5","6"
東京メトロ南北線 本駒込駅 徒歩7分,https://www.homes.co.jp/chintai/room/db423c6b4b6dfceac7bf886a17687a6e9cf97e17/,東京都文京区本駒込3丁目,5.6,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
東京メトロ南北線 東大前駅 徒歩4分,https://www.homes.co.jp/chintai/room/45522a48a3eec421b6c99825de1f638651189ac5/,東京都文京区本郷6丁目,6.5,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
マンションみやび,https://www.homes.co.jp/chintai/room/f4229bc1b70d7602600bf092e6f6b769e16cb4ca/,東京都文京区春日1丁目9-28,17.1,"東京都/文京区/春日/一丁目/９番","139.74666","35.70866","5","7"
東京メトロ千代田線 千駄木駅 徒歩5分,https://www.homes.co.jp/chintai/room/b6370accb7b31c4cc13edac5467ff7c3d85052e3/,東京都文京区千駄木1丁目23-1,13.8,"東京都/文京区/千駄木/一丁目/２３番","139.76054","35.72474","5","7"
東京メトロ銀座線 末広町駅 徒歩8分,https://www.homes.co.jp/chintai/room/79813143ce5faba1457ba27978c0bf7e26bc45e2/,東京都文京区湯島3丁目,15.5,"東京都/文京区/湯島/三丁目","139.76886","35.70579","5","6"
センチュリーマンション本駒込5,https://www.homes.co.jp/chintai/room/6541994d376647b7d6950969044f5afa521fca38/,東京都文京区本駒込3丁目9-22,6,"東京都/文京区/本駒込/三丁目/９番","139.75539","35.72723","5","7"
白山ハイデンス,https://www.homes.co.jp/chintai/room/b34d80269c0f7cc81fee5a5727fd926f0f35202c/,東京都文京区白山5丁目,11.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
文京プレイス,https://www.homes.co.jp/chintai/room/5d1b19edb4a307de42117bcc1748c708591140ae/,東京都文京区水道2丁目15-13,6.3,"東京都/文京区/水道/二丁目/１５番","139.73680","35.71029","5","7"
アテネハイム,https://www.homes.co.jp/chintai/room/389c6347610e13eded4c68aed0ceaf0b3082594a/,東京都文京区大塚5丁目,5.7,"東京都/文京区/大塚/五丁目","139.72729","35.72279","5","6"
都営三田線 千石駅 徒歩3分,https://www.homes.co.jp/chintai/room/381bfd9235bff6d17fbf48c146534d109b021128/,東京都文京区千石1丁目16-14,5.9,"東京都/文京区/千石/一丁目/１６番","139.74509","35.72579","5","7"
ＪＲ山手線 駒込駅 徒歩6分,https://www.homes.co.jp/chintai/room/58e00e47dec9ebb6bb26ddd040e19fdb443e496b/,東京都文京区本駒込5丁目52-12,5.6,"東京都/文京区/本駒込/五丁目/５２番","139.75319","35.73473","5","7"
東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分,https://www.homes.co.jp/chintai/room/8bfdc0774ffff2501bd4ed670fd0eb84adbbcb95/,東京都文京区本郷7丁目2-2,26.5,"東京都/文京区/本郷/七丁目/２番","139.76157","35.70855","5","7"
セントヒルズ白山,https://www.homes.co.jp/chintai/room/a3f7bddc60db6ac80ff20d6315cabe7408e16ffa/,東京都文京区白山1丁目31-5,5.9,"東京都/文京区/白山/一丁目/３１番","139.75163","35.71910","5","7"
ペガサスマンション本郷,"",東京都文京区本郷6丁目,6.7,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩4分,"",東京都文京区水道2丁目13-11,6,"東京都/文京区/水道/二丁目/１３番","139.73553","35.70983","5","7"
山口第二ビル,"",東京都文京区千石3丁目,8.5,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
本駒込3丁目貸家,"",東京都文京区本駒込3丁目11-11,14.5,"東京都/文京区/本駒込/三丁目/１１番","139.75514","35.72791","5","7"
メゾンブランシェ,https://www.homes.co.jp/chintai/room/e8e7ab2200dcbdd0e5ad550f0990384f5c7bbaf3/,東京都文京区水道2丁目3-16,5.9,"東京都/文京区/水道/二丁目/３番","139.73932","35.70983","5","7"
サンライトフルシマ,https://www.homes.co.jp/chintai/room/38b4d91dcaafd7d8454b076ad835c586906906b1/,東京都文京区千石4丁目,8.2,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ丸ノ内線 茗荷谷駅 徒歩9分,https://www.homes.co.jp/chintai/room/7eac35e85d7db8e384100193809a6fa731b7aace/,東京都文京区小石川5丁目41-10,17.9,"東京都/文京区/小石川/五丁目/４１番","139.74385","35.71765","5","7"
本郷アトラスビル,https://www.homes.co.jp/chintai/room/c216697fca5f97bf062b1849ad9502bcf0bf2060/,東京都文京区本郷4丁目1-6,12,"東京都/文京区/本郷/四丁目/１番","139.76077","35.70807","5","7"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/831f8deaf787997aef7ba075ce8d2d6e81f27cd0/,東京都文京区白山5丁目,11.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
白山第一ビル,https://www.homes.co.jp/chintai/room/92f5db70b70b95af64d9e3d27cd206c0b089fe2a/,東京都文京区本駒込1丁目,6.9,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
東京メトロ南北線 本駒込駅 徒歩6分,https://www.homes.co.jp/chintai/room/e25444bc7aa373c956559b6f8656e3c1d6cf424d/,東京都文京区本駒込3丁目9-22,6,"東京都/文京区/本駒込/三丁目/９番","139.75539","35.72723","5","7"
マンション小石川,https://www.homes.co.jp/chintai/room/188ec8b7ebceb412302752e219a7712a86a56458/,東京都文京区小石川3丁目21-11,8.5,"東京都/文京区/小石川/三丁目/２１番","139.74673","35.71395","5","7"
原ビル,https://www.homes.co.jp/chintai/room/a16bf60f90d486f8a29f7891ad3e9ea7fa4b1218/,東京都文京区千石2丁目25-5,10.5,"東京都/文京区/千石/二丁目/２５番","139.73999","35.72471","5","7"
本駒込三丁目貸家,https://www.homes.co.jp/chintai/room/c2f288bf7a54873ebacc47a02f856e34a51bbfc4/,東京都文京区本駒込3丁目,14.7,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
高田ビル,https://www.homes.co.jp/chintai/room/1198fb8f42baef97a94bd24d685ede328a8c2efc/,東京都文京区大塚3丁目,10,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
本郷コンドミニアム,https://www.homes.co.jp/chintai/room/09c2c38f392de88f103710bd222a71f14925a3de/,東京都文京区本郷3丁目16-6,12,"東京都/文京区/本郷/三丁目/１６番","139.76123","35.70531","5","7"
都営大江戸線 春日駅 徒歩6分,https://www.homes.co.jp/chintai/room/1a5aa5e09fba3c174f3c71fcb795a9423e80a767/,東京都文京区本郷6丁目8-16,7,"東京都/文京区/本郷/六丁目/８番","139.75766","35.71233","5","7"
都営三田線 白山駅 徒歩1分,https://www.homes.co.jp/chintai/room/75303eef77748ad621df9333c9d4387e81df4e4a/,東京都文京区白山1丁目31-5,5.9,"東京都/文京区/白山/一丁目/３１番","139.75163","35.71910","5","7"
グランドシティ白山,https://www.homes.co.jp/chintai/room/f75031fb84aaa64deca5ba2d646020decac5a5ae/,東京都文京区白山1丁目32-8,17,"東京都/文京区/白山/一丁目/３２番","139.75212","35.71983","5","7"
アネックス茗荷谷,https://www.homes.co.jp/chintai/room/065b2f4e6c9dbbcd92d3059aa9051556949c0498/,東京都文京区大塚3丁目,6.1,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
ＪＲ山手線 巣鴨駅 徒歩8分,https://www.homes.co.jp/chintai/room/0de91843d9a0ad3020d5495daa3cc30a89f1fa88/,東京都文京区千石3丁目,8.5,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
後楽園マンション,https://www.homes.co.jp/chintai/room/d4dc1cb069680ea2f13b2832b6fb42e8cb044023/,東京都文京区水道1丁目10-9,8.8,"東京都/文京区/水道/一丁目/１０番","139.74252","35.70991","5","7"
都営三田線 白山駅 徒歩2分,https://www.homes.co.jp/chintai/room/3d7f964bff107bccc0f7838557beae92d026abf3/,東京都文京区白山2丁目,5.9,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
都営三田線 白山駅 徒歩5分,"",東京都文京区向丘1丁目,20,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
文京ハイム,https://www.homes.co.jp/chintai/room/e690cc306e7e5534c25b05a728675abf90eadbc7/,東京都文京区千石4丁目,7,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ有楽町線 護国寺駅 徒歩5分,https://www.homes.co.jp/chintai/room/c6345a5999f0fedddc70eb5f2ee646dc73e87c06/,東京都文京区音羽1丁目17-15,12.9,"東京都/文京区/音羽/一丁目/１７番","139.72852","35.71650","5","7"
パティオ本郷,https://www.homes.co.jp/chintai/room/fd9c904bb4174445ce20dc41459349442980b6e3/,東京都文京区本郷2丁目,7.6,"東京都/文京区/本郷/二丁目","139.75977","35.70450","5","6"
東京メトロ南北線 本駒込駅 徒歩5分,https://www.homes.co.jp/chintai/room/73e47df9168a9377fe26222c81faa3489dc835a9/,東京都文京区本駒込1丁目,6.9,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
レジデンス高久,https://www.homes.co.jp/chintai/room/5f1a1c6a5347a7f9dc98e882d04a22e546d9f34b/,東京都文京区千石4丁目1-9,12,"東京都/文京区/千石/四丁目/１番","139.74104","35.72688","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩6分,https://www.homes.co.jp/chintai/room/ba743802131649cdfca789870f5ccff79cc1f38d/,東京都文京区大塚3丁目,6.1,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
都営三田線 水道橋駅 徒歩1分,https://www.homes.co.jp/chintai/room/7d4509e1fc3285b5c3d1349445c76cb656c2a317/,東京都文京区本郷1丁目,8.8,"東京都/文京区/本郷/一丁目","139.75630","35.70502","5","6"
セーカ,https://www.homes.co.jp/chintai/room/b24b4f29b12f24db98742335fefcc8f5492f4758/,東京都文京区大塚6丁目,6,"東京都/文京区/大塚/六丁目","139.72549","35.72501","5","6"
須貝ビル,https://www.homes.co.jp/chintai/room/bfc1d232b245a9fc74f9be7b9cba06fe4d52a410/,東京都文京区水道1丁目,7,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
小石川ガーデン,https://www.homes.co.jp/chintai/room/955ef1708d4307a23c7a92fd92aaa89ee341e918/,東京都文京区小石川5丁目,6.9,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
日吉ハイツ,https://www.homes.co.jp/chintai/room/42202fdef0bf2ca54b7f711c4ea8d9372306cf2e/,東京都文京区本郷1丁目,9.9,"東京都/文京区/本郷/一丁目","139.75630","35.70502","5","6"
コーポSAKAIRI,https://www.homes.co.jp/chintai/room/2851807f11f9019ddc11730b995ec4cb31119cd5/,東京都文京区本駒込5丁目43-1,6.5,"東京都/文京区/本駒込/五丁目/４３番","139.75372","35.73370","5","7"
ペガサスマンション白山,https://www.homes.co.jp/chintai/room/63f5caf5146092f1ec74619e13476666a8d5a274/,東京都文京区白山2丁目1-7,5.9,"東京都/文京区/白山/二丁目/１番","139.75127","35.71584","5","7"
駒込コープ,https://www.homes.co.jp/chintai/room/c5344dbcdef06271af434226fba4214f5f6a0583/,東京都文京区本駒込5丁目39-14,12,"東京都/文京区/本駒込/五丁目/３９番","139.75378","35.73298","5","7"
レイクサイド湯島,https://www.homes.co.jp/chintai/room/6fdb21f063391a7e11889c39985e7cffdd700c61/,東京都文京区湯島4丁目12-5,8.2,"東京都/文京区/湯島/四丁目/１２番","139.76721","35.71136","5","7"
フォリアージュ,https://www.homes.co.jp/chintai/room/5965a831c4c372a327b36be9433cbc85f19f58b0/,東京都文京区水道1丁目2-10,24,"東京都/文京区/水道/一丁目/２番","139.74284","35.70888","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩5分,https://www.homes.co.jp/chintai/room/7c2dc3fe53d1ac754527ffdb95630f91e5672440/,東京都文京区小石川5丁目,6.9,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
東京メトロ南北線 東大前駅 徒歩6分,https://www.homes.co.jp/chintai/room/03db09787fb507bb434e501ea949d004080079d0/,東京都文京区本郷6丁目,6.2,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
仮）文京区小石川1丁目シャーメゾン,"",東京都文京区小石川1丁目,25.7,"東京都/文京区/小石川/一丁目","139.75208","35.71198","5","6"
コーポ渡辺,"",東京都文京区小日向3丁目,6.2,"東京都/文京区/小日向/三丁目","139.73402","35.71523","5","6"
